#### Tt stimuli! ####;;;;
id;image_filename;sound1_filename;sound2_filename
1;faceB1.png;feep_5.wav;feep_5.wav
2;faceB1.png;feep_5.wav;feep_5.wav
3;faceB1.png;feep_5.wav;feep_5.wav
4;faceB2.png;feep_5.wav;feep_5.wav
5;faceB2.png;feep_5.wav;feep_5.wav
6;faceB2.png;feep_5.wav;feep_5.wav
7;faceB3.png;feep_5.wav;feep_5.wav
8;faceB3.png;feep_5.wav;feep_5.wav
9;faceB3.png;feep_5.wav;feep_5.wav
10;faceB4.png;feep_5.wav;feep_5.wav
11;faceB4.png;feep_5.wav;feep_5.wav
12;faceB4.png;feep_5.wav;feep_5.wav
