#### Tt stimuli! ####;;;;
id;image_filename;sound1_filename;sound2_filename
1;faceA1.png;feep_5.wav;feep_5.wav
2;faceA1.png;feep_5.wav;feep_5.wav
3;faceA1.png;feep_5.wav;feep_5.wav
4;faceA2.png;feep_5.wav;feep_5.wav
5;faceA2.png;feep_5.wav;feep_5.wav
6;faceA2.png;feep_5.wav;feep_5.wav
7;faceA3.png;feep_5.wav;feep_5.wav
8;faceA3.png;feep_5.wav;feep_5.wav
9;faceA3.png;feep_5.wav;feep_5.wav
10;faceA4.png;feep_5.wav;feep_5.wav
11;faceA4.png;feep_5.wav;feep_5.wav
12;faceA4.png;feep_5.wav;feep_5.wav
