#### Tt stimuli! ####;;;;
id;image_filename;sound1_filename;sound2_filename
1;faceC1.png;saen_1.wav;saen_1.wav
2;faceC1.png;saen_2.wav;saen_2.wav
3;faceC1.png;saen_3.wav;saen_3.wav
4;faceC2.png;saen_4.wav;saen_4.wav
5;faceC2.png;saen_1.wav;saen_1.wav
6;faceC2.png;saen_2.wav;saen_2.wav
7;faceC3.png;saen_3.wav;saen_3.wav
8;faceC3.png;saen_4.wav;saen_4.wav
9;faceC3.png;saen_1.wav;saen_1.wav
10;faceC4.png;saen_2.wav;saen_2.wav
11;faceC4.png;saen_3.wav;saen_3.wav
12;faceC4.png;saen_4.wav;saen_4.wav
