#### Tt stimuli! ####;;;;
id;image_filename;sound1_filename;sound2_filename
1;faceB1.png;faap_1.wav;faap_1.wav
2;faceB1.png;faap_2.wav;faap_2.wav
3;faceB1.png;faap_3.wav;faap_3.wav
4;faceB2.png;faap_4.wav;faap_4.wav
5;faceB2.png;faap_1.wav;faap_1.wav
6;faceB2.png;faap_2.wav;faap_2.wav
7;faceB3.png;faap_3.wav;faap_3.wav
8;faceB3.png;faap_4.wav;faap_4.wav
9;faceB3.png;faap_1.wav;faap_1.wav
10;faceB4.png;faap_2.wav;faap_2.wav
11;faceB4.png;faap_3.wav;faap_3.wav
12;faceB4.png;faap_4.wav;faap_4.wav
